,age,weight(kg),height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,BMI_tags,Label
125,3,17.441773320824677,0.9104051864163135,F,21.0436558960956,963.11,1.7,1637.287,8,15
126,2,12.023797628220208,1.0515089264214,F,10.87466107480257,939.785,1.9,1785.5914999999998,7,3
136,2,14.729476997297722,0.9047826268387882,F,17.99280282410736,940.816,1.9,1787.5504,7,3
148,3,12.396425817869579,0.8768936267864942,F,16.121396467043205,908.978,1.7,1545.2625999999998,7,0
149,4,16.599537275646853,0.9908200813671255,F,16.90855061444655,963.995,1.7,1638.7915,7,1
150,5,16.812840952851204,0.8978786848819335,M,20.854788081235338,711.275,1.9,1351.4225,8,14
151,3,16.166559774194276,1.0662441791024535,M,14.220152891461776,800.204,1.9,1520.3875999999998,7,0
152,3,16.735875785439788,1.0052050132522954,F,16.563005729153346,972.449,1.5,1458.6734999999999,7,0
153,3,12.665823817397303,0.946988084701918,F,14.123567615910911,923.48,1.9,1754.6119999999999,7,3
165,3,15.380008698307407,1.030568754795255,F,14.48113621420997,963.745,1.9,1831.1154999999999,7,3
169,4,12.804443659099551,0.9023974212239617,F,15.724071950735611,912.53,1.9,1733.8069999999998,7,2
171,3,16.902871879927716,0.9273395135991395,F,19.655448996201958,960.815,1.9,1825.5485,8,16
172,5,15.479250857295831,0.897214400699809,F,19.22903399871174,932.627,1.7,1585.4659,8,15
175,2,16.6266268886395,0.8579366946142041,F,22.588826224092518,951.065,1.3,1236.3845000000001,8,13
179,5,17.256058114276712,0.9601944608024046,F,18.716438095117063,960.391,1.5,1440.5865,8,14
182,5,17.339376608492078,0.9458232887546147,F,19.382664247992913,958.748,1.5,1438.122,8,14
185,3,16.374592742001347,0.9267431829421294,F,19.065653995877174,955.642,1.7,1624.5914,8,15
188,3,13.3516046662293,0.9021289458498911,F,16.40575527447198,922.437,1.9,1752.6303,7,3
191,5,16.620702007634527,1.0003291720372784,F,16.609765267352657,961.115,1.9,1826.1185,7,3
197,4,17.43157066032804,1.0339417303406013,M,16.305885662319366,794.583,1.9,1509.7077,7,0
199,4,15.314936848472403,0.8843619038297144,M,19.5819148799217,690.796,1.7,1174.3532,8,13
202,3,12.137510701802919,1.0596463521281185,F,10.809552895769857,937.56,1.9,1781.3639999999998,7,3
203,4,13.966497365173446,0.9753164290542334,F,14.68237878150054,936.082,1.7,1591.3393999999998,7,1
213,4,12.093667694731865,0.8972341055352616,F,15.022647745345779,904.829,1.9,1719.1751,7,2
216,4,14.67791139950998,0.8601561074972911,F,19.83853998235803,923.334,1.9,1754.3346,8,16
223,4,16.97142841231211,1.0451289071378174,M,15.537411806561531,793.873,1.9,1508.3587,7,0
230,4,12.272156598252494,1.0627522224098682,F,10.865678350984009,934.681,1.9,1775.8939,7,3
232,3,15.347958945091076,0.8621330614493949,M,20.649142861904775,686.934,1.7,1167.7877999999998,8,13
235,3,13.062552995520681,0.9007546650884481,F,16.09959775140447,919.429,1.9,1746.9151,7,2
238,2,16.69240566444178,0.8790086072336135,M,21.603925707642738,720.59,1.7,1225.003,8,13
240,4,15.523085192954731,1.060456652651114,F,13.803594699595722,965.499,1.7,1641.3483,7,1
241,3,16.472961935777576,1.0360106029006453,M,15.347699755902479,789.285,1.9,1499.6415,7,0
245,4,13.866840143810066,1.0783273369597905,M,11.925491262129006,767.939,1.9,1459.0840999999998,7,0
246,5,12.880733822740755,0.8871674231521491,F,16.365505843330816,905.974,1.9,1721.3506,7,2
250,3,13.92090388571755,0.9025102337582561,F,17.09083040583459,927.967,1.9,1763.1372999999999,7,3
251,3,15.371280215552579,1.031410311399439,F,14.449309776631408,963.804,1.7,1638.4668,7,1
252,3,17.369846319299363,0.8609900406018435,F,23.431479978061187,954.019,1.3,1240.2247,8,13
253,3,16.206797256818174,0.9999650330725794,F,16.207930720075215,966.479,1.9,1836.3101,7,3
255,3,14.218549949571496,1.0212740707085486,F,13.632349023984315,951.015,1.9,1806.9285,7,3
263,3,13.040274982720335,0.8736050246583429,F,17.086633455646616,914.599,1.7,1554.8183000000001,7,1
264,2,16.701684703890308,0.9294524053086635,F,19.333299082927294,963.943,1.5,1445.9144999999999,8,14
265,4,17.59041161950256,1.0336546632797279,M,16.46360984496529,796.616,1.9,1513.5703999999998,7,0
266,3,15.026152680797065,0.8670354486787799,F,19.98821855804912,932.547,1.3,1212.3111000000001,8,13
267,4,15.120324628392087,0.9007265982197218,F,18.636962886177542,934.479,1.5,1401.7185,8,14
271,5,12.877279138399299,0.9856509891648398,F,13.254940596657931,922.683,1.7,1568.5611,7,1
275,4,15.801070559501312,0.8889816193137199,F,19.994058079898405,939.017,1.7,1596.3289,8,15
286,3,15.615096041709831,1.0674854288562048,F,13.703160625722496,972.277,1.9,1847.3263,7,3
288,3,14.630588133355982,0.9495960913328266,F,16.2249716998307,942.785,1.9,1791.2914999999998,7,3
293,3,15.348170603698085,1.050225653861921,F,13.91526152098298,966.781,1.5,1450.1715,7,0
296,2,17.575395650001703,0.9537589173516834,M,19.320923789463965,770.062,1.5,1155.093,8,13
297,4,12.380182274583177,0.8771426713500738,F,16.091130633798112,904.164,1.9,1717.9116,7,2
298,4,17.627742485030627,0.8874964825993897,F,22.380171823440794,956.301,1.9,1816.9719,8,16
299,5,14.766356752208054,1.0480030230049666,F,13.444612387904133,951.418,1.9,1807.6942,7,3
300,3,17.508294624274164,0.9775992744453552,F,18.319858083024315,975.172,1.5,1462.758,7,0
302,5,15.85014891378943,0.9027698803257007,F,19.44819161563688,937.132,1.3,1218.2716,8,13
313,2,14.476835341673972,0.8637736052659462,M,19.40321861372743,682.619,1.5,1023.9285,8,12
319,3,15.79009848447309,0.9076071991504764,F,19.16853731579603,946.778,1.7,1609.5226,8,15
321,4,15.151879930191322,1.0369146083631362,F,14.092256330437731,957.934,1.7,1628.4877999999999,7,1
323,5,12.214241162702596,0.9653847691173786,F,13.105862440706023,912.872,1.7,1551.8824,7,1
329,3,16.177110443478966,1.0379737232307267,F,15.015100103045686,972.656,1.5,1458.984,7,0
330,3,17.629502080810955,0.8901387795034206,M,22.249722709950948,732.194,1.7,1244.7297999999998,8,13
332,3,17.081453533865194,1.0346773127749262,F,15.955667260130147,980.777,1.7,1667.3209,7,2
333,2,14.887901289786107,0.8857671426136434,F,18.97554893819783,939.104,1.7,1596.4768000000001,8,15
335,3,17.286486766331905,0.8646937327731042,F,23.119695800822278,953.848,1.9,1812.3111999999999,8,16
337,4,17.89846772210507,1.0470725657479345,F,16.32534211698238,986.028,1.7,1676.2476,7,2
340,3,12.721754637472326,1.0756566296487957,F,10.995113038212686,945.89,1.9,1797.1909999999998,7,3
341,4,14.943513179717081,1.008893932725958,F,14.68120457484592,951.17,1.9,1807.2229999999997,7,3
349,5,17.873908782685128,0.8563277090598898,F,24.374714803070837,948.665,1.9,1802.4634999999998,8,16
350,4,17.60215014263561,0.9676445101129284,F,18.79896966584507,969.68,1.7,1648.456,8,15
351,4,17.458228761834782,1.0179170180399106,M,16.849050407294662,786.936,1.9,1495.1784,7,0
353,5,17.5798924522129,0.8737337730496012,M,23.028092624569343,709.711,1.7,1206.5087,8,13
354,5,15.906316324712648,1.0479890992266168,M,14.482918416955583,773.911,1.9,1470.4308999999998,7,0
360,4,17.86130068036452,0.8643604704441651,F,23.90690122148996,954.61,1.9,1813.759,8,16
362,3,12.931174999888844,1.0274694838178842,F,12.248985626757651,939.709,1.7,1597.5052999999998,7,1
364,4,14.484310926908012,0.8736521273729148,F,18.97670303776769,923.77,1.7,1570.4089999999999,8,15
368,4,17.362454186560747,0.942501726137214,F,19.54550087873921,963.105,1.7,1637.2785,8,15
372,4,12.005536086924439,1.0146018776698973,F,11.662461796143576,923.935,1.7,1570.6895,7,1
373,4,15.068340777611615,0.8696493003342554,M,19.9240273691315,680.061,1.5,1020.0915,8,12
374,4,15.0043437714213,0.8667925474072183,F,19.970395627066075,927.596,1.3,1205.8748,8,13
375,3,14.830574845433572,1.0036027638446166,F,14.724287464517122,953.886,1.7,1621.6062,7,1
376,3,16.82035349598465,1.068013940376889,F,14.7462392511355,983.938,1.5,1475.907,7,0
383,4,14.633511807435458,1.0660662095392686,M,12.875977417527448,772.312,1.9,1467.3927999999999,7,0
387,5,15.774620818872593,0.9028814807684739,F,19.350733790083282,936.426,1.3,1217.3538,8,13
395,2,16.118749607449608,1.0522030137076632,F,14.559024141586992,979.215,1.9,1860.5085,7,4
396,2,16.611049534503675,0.8614439399220142,M,22.38427501490051,710.693,1.7,1208.1780999999999,8,13
398,3,16.650414047565924,0.8921109755672456,F,20.92123282643812,952.403,1.7,1619.0851,8,15
400,4,12.70738167456126,0.8703882631338795,F,16.77374445195622,906.157,1.9,1721.6983,7,2
404,2,16.491576416772965,1.0177867459617065,M,15.920202571254274,787.228,1.9,1495.7332,7,0
405,4,14.280823827941127,1.0356338280222321,F,13.314988815457895,949.354,1.9,1803.7726,7,3
406,4,14.33756736308143,1.0274720265162023,F,13.581115972385888,948.511,1.9,1802.1708999999998,7,3
407,3,17.091291928757713,0.9343119559819099,F,19.579025837815053,963.809,1.5,1445.7134999999998,8,14
410,4,15.100339917265364,0.9504659459008132,F,16.715277894044785,942.742,1.7,1602.6614,7,1
412,3,16.527445937377415,0.9697610398522475,F,17.57422897453318,964.423,1.9,1832.4036999999998,7,3
417,4,14.352992645950543,0.9308582884994727,F,16.564385228289968,932.235,1.9,1771.2465,7,3
421,4,14.739819103684617,0.8911498699671072,F,18.560542140075434,929.198,1.3,1207.9574,8,13
424,4,17.191649764761586,0.9642075520776899,F,18.491685456327566,965.155,1.9,1833.7945,7,3
426,5,13.49252952978751,0.9570902272277911,F,14.729486741187179,923.734,1.7,1570.3478,7,1
431,5,14.831419985676025,0.9959782915637209,F,14.951438814257807,943.198,1.9,1792.0762,7,3
432,3,13.053320433774545,0.9592894526330603,F,14.184749164125417,929.291,1.7,1579.7947000000001,7,1
434,3,17.84464598099901,0.8599335977018832,M,24.131154598279338,720.038,1.7,1224.0646,8,13
437,3,15.4965562969903,0.8701413526203582,M,20.46706558384926,692.973,1.5,1039.4595,8,12
440,3,12.435410223693234,0.888154225916401,F,15.764614071653217,911.266,1.9,1731.4053999999999,7,2
443,4,14.197896470208105,0.8884892129920222,F,17.98538281298081,923.543,1.7,1570.0230999999999,7,1
446,4,12.289552965267125,0.9614149267389269,F,13.29579665440541,917.62,1.9,1743.4779999999998,7,2
448,4,13.561448003326674,0.930915098573552,F,15.648975647988145,924.645,1.7,1571.8964999999998,7,1
451,5,13.658320707392445,0.9100423906301578,F,16.492027897824457,917.327,1.7,1559.4559,7,1
461,2,15.829425665229273,1.0384115341104172,F,14.680003224674346,974.092,1.5,1461.138,7,0
463,4,17.855377492010195,1.041912701637449,F,16.447745275645204,984.737,1.7,1674.0529,7,2
467,2,17.49643858663996,0.8884911936481307,F,22.16375809713006,964.609,1.7,1639.8353,8,15
468,4,13.636284949711573,0.9774545568667925,F,14.272594152491672,933.276,1.7,1586.5692,7,1
469,5,13.91043424452728,1.0014219032177858,F,13.87095987513861,935.282,1.7,1589.9794,7,1
470,3,16.81797655695084,0.9420464382940242,F,18.950868538062437,962.5,1.2,1155.0,8,13
471,3,16.288063261561792,0.9028108701209512,F,19.98369940754145,950.743,1.5,1426.1145000000001,8,14
473,4,15.208565962796712,0.868766475706132,M,20.15032977339745,681.541,1.5,1022.3115,8,12
476,4,17.07288780039913,0.9253276718625608,F,19.939574498300164,957.405,1.3,1244.6265,8,13
478,3,14.650189803829305,0.8708789004583635,F,19.31646778089804,929.591,1.5,1394.3865,8,14
480,4,16.212877610281403,0.8895637740463852,F,20.488300103251465,943.069,1.3,1225.9897,8,13
481,4,17.656836016233704,0.8878007988635928,F,22.401743521505725,956.632,1.3,1243.6216,8,13
483,5,15.603299247988282,0.9077616311814217,F,18.935326289556876,935.611,1.5,1403.4165,8,14
487,4,14.754277980488098,1.0775615887749916,F,12.706728707826617,961.027,1.7,1633.7459000000001,7,1
494,2,17.452136439555595,0.9337915606452345,F,20.014682745594083,971.885,1.2,1166.262,8,13
498,4,14.601348675557373,0.8818474968411547,F,18.77612634299612,926.287,1.9,1759.9453,8,16
505,4,16.030728653496475,1.026976282476148,F,15.199609668454878,964.681,1.9,1832.8939,7,3
507,2,17.238498956281326,1.0197096832505848,F,16.57854300034105,984.44,1.9,1870.436,7,4
508,2,16.84832974863217,0.9902692449161937,F,17.181072531974685,975.69,1.5,1463.535,7,0
510,2,15.929554420930682,1.0046709259364346,F,15.781779058932228,969.318,1.5,1453.9769999999999,7,0
511,2,14.297817995813885,0.8588125897530621,M,19.385319342563662,677.686,1.5,1016.529,8,12
522,3,13.155317549204542,0.9915410739017895,F,13.38073338145248,935.753,1.9,1777.9307,7,3
523,4,14.14341028795664,0.9585987431530995,F,15.391481674367267,934.939,1.9,1776.3840999999998,7,3
525,4,17.496114249593248,0.9424098069456462,F,19.699808856257967,964.372,1.5,1446.558,8,14
529,2,15.327587284196987,0.8691888178311472,F,20.288294343641493,940.507,1.3,1222.6591,8,13
533,3,13.726481327728006,0.8853321874792096,F,17.51244223869441,923.181,1.9,1754.0439,7,3
534,3,15.66711817611886,1.0212240200271612,F,15.022668255763307,964.912,1.9,1833.3328,7,3
537,5,13.303136483534706,0.8698615746410531,F,17.581412085813366,907.087,1.7,1542.0479,7,0
538,3,17.06456602520371,0.9644879480464187,F,18.344320844965353,968.683,1.5,1453.0245,7,0
548,4,17.140446927833647,0.9498629742615492,F,18.99766492227771,962.225,1.2,1154.67,8,13
550,3,16.204593671618444,0.8737016489348374,F,21.22813470931287,944.993,1.5,1417.4895000000001,8,14
552,2,12.056738104929304,1.015325342686092,F,11.695515653875118,933.95,1.7,1587.7150000000001,7,1
554,3,12.63177019144164,1.0324269928516874,F,11.850741218574164,937.678,1.9,1781.5882,7,3
555,2,15.96833622972628,0.9246527985967686,M,18.67679240794169,733.493,1.3,953.5409000000001,8,12
563,4,14.680151776643445,1.0767846607619602,M,12.661140416357055,778.31,1.9,1478.7889999999998,7,0
565,5,16.527534090809326,0.9576914029052692,F,18.02008702478683,952.972,1.9,1810.6468,7,3
570,4,12.142687804563323,0.9703817878319935,F,12.895243729900029,917.735,1.9,1743.6965,7,2
571,4,16.740063305686135,0.8960926430456734,M,20.847369911352402,716.185,1.9,1360.7514999999999,8,14
574,3,12.76217105620457,0.9222430912796334,F,15.004921935256082,920.198,1.7,1564.3365999999999,7,1
575,3,16.6554108765977,1.077717676926787,F,14.339874097510318,984.004,1.7,1672.8068,7,2
576,4,14.457298279005126,0.9717712077810482,F,15.309432299413967,940.191,1.7,1598.3247000000001,7,1
581,3,16.86706826640415,0.9064170310758682,F,20.52974185451489,956.915,1.3,1243.9895,8,13
587,4,16.910307106846847,0.9149612760180265,F,20.199753387438065,954.082,1.7,1621.9394,8,15
590,2,15.375279378112461,0.8831625801968043,M,19.712499561582284,704.623,1.7,1197.8591000000001,8,13
594,4,13.46242284282058,0.9391064146678927,F,15.264887681958164,925.087,1.9,1757.6653,7,3
596,4,15.14033951462082,1.051270437674223,M,13.699562882241224,771.858,1.9,1466.5302,7,0
598,5,12.981237872870258,1.0787610568850234,F,11.154897601905445,939.509,1.9,1785.0671,7,3
600,3,13.950221540565062,0.9789977200664384,F,14.555185469358209,941.252,1.7,1600.1283999999998,7,1
602,2,15.761863390184292,1.0464992077106121,F,14.392285030231948,974.819,1.9,1852.1561,7,4
603,3,16.95739497049648,1.0287337887425934,M,16.023342907897675,792.283,1.9,1505.3377,7,0
605,4,13.426548081981283,0.9603305432346142,F,14.558709752525981,928.351,1.9,1763.8669,7,3
609,3,17.530912723774172,0.9074700269253224,M,21.28824935695814,739.509,1.9,1405.0671,8,14
611,3,13.663090598913294,0.9235929115364166,F,16.01724305690658,929.076,1.7,1579.4292,7,1
612,4,16.26279988402097,0.9175150809216059,M,19.318299519440018,720.358,1.9,1368.6801999999998,8,14
616,4,15.756218507658936,0.9049973542160246,F,19.237887287013507,941.309,1.3,1223.7017,8,13
625,4,17.666654675566505,1.0145330508754586,F,17.16413495303102,978.271,1.5,1467.4065,7,0
627,3,12.910030116469585,0.87193084059445,F,16.980996682253437,913.065,1.9,1734.8235,7,2
631,4,14.951394384906658,1.021468900172609,F,14.329511991925237,953.383,1.7,1620.7511,7,1
632,4,14.96129311350519,0.9495289861113637,F,16.59406082544997,941.248,1.7,1600.1216,7,1
634,2,16.06372701776128,0.9176668466655208,M,19.07551322925307,731.306,1.9,1389.4814000000001,8,14
636,4,16.24123717007565,1.053746980490303,F,14.626702294871608,971.253,1.9,1845.3807,7,3
641,5,15.79551504584482,1.0618301624209026,F,14.009533562340541,963.648,1.7,1638.2016,7,1
644,2,16.681865377974653,0.9707823680314406,F,17.701124331123914,970.779,1.5,1456.1685,7,0
648,2,17.831065856717824,0.954868295910533,F,19.5564650534361,979.106,1.2,1174.9271999999999,8,13
651,3,16.491886978677165,1.0664232847048083,F,14.501439388822096,980.514,1.5,1470.771,7,0
652,4,16.777334757775897,1.0699993697757793,F,14.653991196883979,979.162,1.9,1860.4078,7,4
658,5,14.842510175358228,0.8634255216929759,F,19.909373406108553,920.77,1.5,1381.155,8,14
670,2,17.02860978215754,0.9278298352034414,F,19.780739631180417,966.806,1.7,1643.5702,8,15
674,4,17.65932850397199,0.8732208876114401,F,23.15932804195612,954.177,1.7,1622.1009,8,15
675,5,16.590205873352648,0.9341061345372319,F,19.01337994979177,949.564,1.9,1804.1716,8,16
676,5,17.085397418334978,0.9046994049601499,F,20.87451894420037,949.319,1.3,1234.1147,8,13
677,5,17.80295509382316,0.9042231714382252,F,21.774131048563365,956.126,1.7,1625.4142,8,15
682,3,16.78042614768466,1.0600850477301929,F,14.932123318000306,982.207,1.9,1866.1933,7,4
689,5,15.857276450801423,0.9130619135535417,F,19.02077212646784,938.95,1.9,1784.005,8,16
693,2,16.01355207086212,0.9946489007471871,F,16.1863177734653,968.42,1.9,1839.9979999999998,7,3
697,4,15.664853779594262,0.8983889093308768,F,19.40875069734808,939.309,1.5,1408.9634999999998,8,14
698,3,17.487237201340058,0.9129812995326183,F,20.979611269025675,963.984,1.5,1445.976,8,14
699,2,16.20362788407104,0.8740776212663488,F,21.20861256261293,949.748,1.9,1804.5212,8,16
700,2,16.461629155359503,0.8766540710512178,M,21.41984411375268,716.251,1.9,1360.8769,8,14
701,3,17.239515089525455,0.9031670454860173,F,21.134349267228576,959.938,1.7,1631.8945999999999,8,15
703,5,13.194640264355263,0.96966014316624,F,14.033256543587004,923.011,1.7,1569.1187,7,1
705,5,16.814446723881588,0.8576253797825961,F,22.860584602629835,938.715,1.5,1408.0725,8,14
711,4,13.250711100750879,0.9682640854751974,F,14.133559073900319,928.012,1.9,1763.2227999999998,7,3
714,3,16.490020962451368,0.8725493092488101,F,21.659142052004974,947.538,1.3,1231.7994,8,13
722,2,13.784758084737343,1.06465010244876,F,12.161449714803467,958.924,1.9,1821.9555999999998,7,3
726,3,15.388022521772395,0.902802825143035,F,18.879782828909637,942.101,1.7,1601.5717,8,15
728,3,17.721109405238302,0.8871676175670128,F,22.515393641732405,961.841,1.5,1442.7615,8,14
729,3,15.889101878700005,0.9234578741914,F,18.63224439275201,950.423,1.5,1425.6345000000001,8,14
734,3,15.195383688756836,1.061227955301832,F,13.49255841523346,967.184,1.5,1450.7759999999998,7,0
736,4,17.789244937371077,1.0319084625956936,M,16.706103463412532,798.467,1.9,1517.0873,7,0
738,3,14.78025311025291,0.9543896421971203,F,16.22670858009968,945.037,1.7,1606.5629000000001,7,1
741,3,12.781363700837447,0.9800161009456085,F,13.30793807520695,930.204,1.9,1767.3875999999998,7,3
747,4,12.502004751525408,1.0069841121149166,F,12.329186518793628,927.407,1.9,1762.0733,7,3
750,3,14.623256022482092,1.0078142302961557,F,14.397368186244943,952.612,1.9,1809.9627999999998,7,3
752,2,13.52129849798555,1.033542269884513,F,12.657907398302296,951.107,1.7,1616.8818999999999,7,1
753,4,14.31381381261695,0.8861431918764328,F,18.228358167537696,924.257,1.9,1756.0883,7,3
763,3,14.070157202137302,1.051022314431925,M,12.737232499989558,763.872,1.9,1451.3567999999998,7,0
764,5,12.113626894208132,0.9300182234007824,F,14.005263237137852,905.894,1.7,1540.0198,7,0
768,4,16.08075954631955,0.9256184898000301,F,18.769059685552023,947.93,1.7,1611.4809999999998,8,15
769,5,17.0335242337894,0.945630740753417,F,19.048524855076174,955.779,1.7,1624.8243,8,15
772,3,14.345527205494742,1.065754103703734,F,12.629974864883286,959.795,1.9,1823.6104999999998,7,3
774,4,14.118322743282043,1.006710854414233,F,13.930721280552794,942.877,1.9,1791.4662999999998,7,3
786,2,17.302609042416954,1.0117227540606264,F,16.903964023797016,983.698,1.9,1869.0261999999998,7,4
787,5,17.037541918669074,1.0774233273714946,F,14.676895054295597,978.222,1.7,1662.9774,7,2
789,3,14.713001320955335,1.0667002980216798,F,12.930533420591665,963.484,1.9,1830.6196,7,3
791,4,15.97272590756618,0.9272435853667721,F,18.577675130401794,947.17,1.3,1231.321,8,13
792,2,17.296063984286718,0.9027353693709229,M,21.223957441748098,740.724,1.3,962.9412000000001,8,12
794,3,16.161212025209554,0.9027553529485846,F,19.830505429281622,949.516,1.7,1614.1771999999999,8,15
796,4,12.989511287801099,0.993149218460873,F,13.169333664633537,929.735,1.9,1766.4965,7,3
797,3,14.23532055562289,0.8619389655611988,F,19.16082580702637,924.089,1.9,1755.7691,8,16
798,3,17.376675401265857,0.9267100222619996,M,20.23387062185667,747.015,1.9,1419.3284999999998,8,14
801,5,12.35960500105889,0.9669258806134173,F,13.219597189815177,914.53,1.7,1554.701,7,1
804,2,14.103632177538499,0.9870695353153799,F,14.475563431441977,948.797,1.9,1802.7142999999999,7,3
810,4,17.163730105406437,0.9055592068021315,F,20.930421579868714,954.917,1.9,1814.3423,8,16
817,4,17.197037680609633,0.9037665867322691,M,21.05431328963067,726.283,1.7,1234.6811,8,13
827,4,16.522312357621274,1.0766155232154884,F,14.254420084083575,977.839,1.5,1466.7585000000001,7,0
831,3,15.715211415704717,0.9291793853507093,F,18.20208322939048,949.727,1.9,1804.4813,7,3
832,4,14.4567633537738,0.9088792124096153,F,17.500833419433704,929.494,1.7,1580.1398,7,1
842,3,17.47775354388522,0.883019770100212,F,22.41531036996239,958.8,1.3,1246.44,8,13
845,3,14.138869487004493,1.0663822889885552,F,12.433369450205626,957.918,1.9,1820.0441999999998,7,3
846,3,17.871296022818015,0.9264267238070814,F,20.822549350400543,969.957,1.9,1842.9182999999998,8,16
847,3,14.566018671323143,0.9019746080576904,F,17.904089450825573,934.069,1.9,1774.7310999999997,7,3
850,4,15.969883920124293,1.0566924636838124,F,14.30225573556848,969.149,1.7,1647.5533,7,1
851,4,14.226717515806511,0.9224149537550331,F,16.720606964626747,929.587,1.9,1766.2152999999998,7,3
857,4,17.62741609129803,0.8769380174783472,F,22.921912985613154,954.503,1.3,1240.8539,8,13
859,4,15.437498112992206,0.9069183551837056,F,18.768974061019154,938.576,1.7,1595.5792,8,15
863,4,13.644566077239954,0.8863096418069599,F,17.369558559209807,917.86,1.7,1560.362,7,1
865,4,16.257547449167202,0.9171362373517173,F,19.328018091921173,948.186,1.5,1422.279,8,14
872,4,15.740394357287869,0.9062655048329449,F,19.164818444400233,941.373,1.7,1600.3341,8,15
875,5,17.595912721961955,1.0341697338322569,F,16.452358040300776,976.23,1.7,1659.591,7,2
879,2,15.584298034998112,0.9838542009003981,F,16.099995566041674,962.464,1.7,1636.1888000000001,7,1
880,4,17.024891030893727,0.9012366047374454,F,20.960744071792018,952.849,1.5,1429.2735,8,14
885,2,12.965165095944327,0.907887517437812,F,15.729465360036361,924.406,1.9,1756.3713999999998,7,3
